incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-00132,SITE-003,03-Jul-2024,Spill,High,52.9,Whole various meet east human full race decade respond father accept right official.,Corrosion,12.6,Closed
INC-05788,SITE-003,2025-08-31,Spill,,51.9,Hair whole site show man next its stock high effort thank read then.,Valve Failure,3.1,Closed
INC-00424,SITE-006,2026-06-27,Near Miss,,38.2,Today game yeah suffer recent must imagine single add heart method determine husband perhaps than certainly.,,1.4,Open
INC-05364,SITE-002,29-Aug-2025,Leak,Medium,85.2,Far culture leader information need full cause lot.,Corrosion,2.0,Closed
INC-04858,SITE-006,2024-11-22,Spill,Critical,33.2,Available certainly week stand relate mission reduce challenge third ok bad like wrong important focus fine.,Material Fatigue,7.4,Open
INC-04982,SITE-003,2023-09-08,Fire,Medium,75.8,Staff commercial environment only ten now speak score we lose money hand check investment summer.,,2.6,Closed
INC-03280,SITE-003,2025-03-27,Leak,Critical,51.6,Bank it word something report another.,Material Fatigue,2.7,Closed
INC-04506,SITE-006,2026-02-08,Spill,Medium,72.7,Young who special expert long should score player anyone.,Third-party Damage,3.1,Under Investigation
INC-04350,SITE-002,2024-01-10,Near Miss,Medium,67.4,Build kind later who go provide level.,Material Fatigue,7.9,Under Investigation
INC-01125,SITE-005,07/24/2024,Equipment Failure,,94.4,Bag opportunity focus school him security think college ground.,Corrosion,5.8,Open
INC-01232,SITE-002,2025-04-21,Equip. Failure,Low,83.6,Government increase your memory century camera word black ground senior why bring.,Material Fatigue,8.5,Open
INC-04041,SITE-003,2025-07-27,,High,56.3,Region important likely technology likely shake personal.,Corrosion,16.0,Under Investigation
INC-00698,SITE-003,2026-07-21,Spill,Critical,43.0,Today far act pressure road there minute.,Corrosion,4.6,Closed
INC-02720,SITE-003,2023-09-27,Leak,Critical,27.3,My room prevent indeed sure describe think administration.,Material Fatigue,7.1,Under Investigation
INC-00942,SITE-001,2024-03-16T00:00:00Z,Equipment Failure,High,66.3,Something field see before good serious message whatever once peace can support feel exist.,Sensor Malfunction,5.9,Under Investigation
INC-00119,SITE-001,15/04/2026,Spill,,81.9,At energy southern station travel two opportunity office source.,Operator Error,4.4,Open
INC-03213,SITE-005,2025-11-19,near miss,low ,82.3,Former probably major message must add become after forward then us keep movie leader available sing purpose hot if.,Third-party Damage,11.1,Open
INC-00403,SITE-004,2025-04-28,Near Miss,Low,89.1,Serve drug strong police single.,Material Fatigue,18.1,Under Investigation
INC-04403,SITE-006,2026-07-20,Leak,Critical,51.0,Fast check edge appear information ask phone official.,Material Fatigue,3.4,Open
INC-01824,SITE-002,2025-04-16,near-miss,Low,-5.0,Success health quickly student look.,Sensor Malfunction,16.5,Closed
INC-01204,SITE-002,2026-03-19,Near Miss,Low,85.8,Any control team education.,Operator Error,19.1,Under Investigation
INC-04331,SITE-005,26/01/2026,Equipment Failure,Low,73.7,East factor scene moment natural.,Valve Failure,10.1,Open
INC-05253,SITE-003,2026-05-10,Fire,Critical,52.1,Address method major during administration turn service also affect.,Valve Failure,6.3,Closed
INC-03598,SITE-002,2024-11-29,Equipment Failure,medium,72.1,Put may challenge threat bill church east yes civil conference student.,Operator Error,8.4,Under Investigation
INC-04755,SITE-006,03/17/2026,Leak,Critical,41.2,Kitchen into court health inside concern may soon.,Sensor Malfunction,2.5,Closed
INC-04430,SITE-002,2024-09-29,Fire,Low,78.1,Blue firm and upon music gas her.,Material Fatigue,15.6,Open
INC-02346,SITE-003,20/06/2026,Fire,Critical,27.1,Page unit organization hot almost character science whatever degree majority force strategy speak imagine answer everything.,Valve Failure,8.0,Closed
INC-00786,SITE-004,2026-10-14,Spill,Medium,82.3,None and close accept simple yes similar animal as while.,Valve Failure,14.9,Closed
INC-04999,SITE-001,2025-10-15,Spill,Hi,61.2,Already scientist design including measure leg along rock right recent suddenly.,Corrosion,7.8,Closed
INC-03372,SITE-006,2026-06-21,Equipment Failure,Medium,84.6,Now sense accept lawyer green language shake organization recognize free.,,14.6,Under Investigation
INC-03879,SITE-001,28/08/2025,Near Miss,high,64.4,Provide consumer half must leader two way any.,Operator Error,3.9,Open
INC-02749,SITE-006,2026-04-01,Near Miss,Critical,50.3,Less campaign day key.,Corrosion,4.1,Closed
INC-04863,SITE-006,2024-09-25,Leak,Critical,66.2,Nothing need test seat idea son grow book.,Material Fatigue,2.9,Under Investigation
INC-03639,SITE-003,2026-09-29,Leak,,46.2,Long protect event information point now glass other drop success central image produce official computer among degree rock thus.,Third-party Damage,2.6,Under Investigation
INC-02941,SITE-003,12-Mar-2024,Equipment Failure,,60.0,Although perform brother cover phone condition husband thing sea.,Sensor Malfunction,7.4,Closed
INC-03972,SITE-004,2026-06-09,Spill,High,73.4,And reason risk family subject glass.,,9.8,Closed
INC-00768,SITE-006,2024-04-10,Equip. Failure,Medium,-5.0,Know similar class gun must economy son certainly court gun style watch cultural pattern.,Sensor Malfunction,2.8,Open
INC-00792,SITE-001,2026-07-17,Near Miss,Medium,74.6,Sign firm compare reach administration work occur very firm argue really exactly pass those them.,,7.4,Under Investigation
INC-02269,SITE-006,2023-09-17,Near Miss,Medium,79.7,Success run be leader fish institution discussion.,Material Fatigue,3.5,Under Investigation
INC-02140,SITE-003,2026-09-19,Spill,Low,85.5,Accept particular say charge consider cold measure degree culture score base itself.,Operator Error,3.7,Open
INC-01262,SITE-001,2024-10-24,Equipment Failure,High,80.0,At company check reach tend how present nearly western laugh.,Material Fatigue,11.2,Open
INC-03158,SITE-001,2025-06-08, spill ,Medium,66.5,Theory picture city possible style so we anyone space his little.,Sensor Malfunction,5.1,Open
INC-02898,SITE-002,2024-12-13,SPILL,Medium,150.0,Company nor however fact why wind his.,Valve Failure,9.0,Under Investigation
INC-04507,SITE-004,18-Sep-2023,Spill,High,61.3,Reflect onto clear physical let once feel require road fish whom all.,Valve Failure,7.8,Under Investigation
INC-01139,SITE-005,2025-12-10,Fire,high,63.0,Specific next court involve data truth ball total lose.,Corrosion,3.5,Under Investigation
INC-04959,SITE-002,17-Sep-2025,Fire,High,43.0,Push help vote red off might do hear grow career.,Third-party Damage,3.3,Under Investigation
INC-04503,SITE-006,2024-04-08,Spill,High,49.2,Million miss some well career reason yet never total technology hear discuss.,Operator Error,2.7,Closed
INC-05029,SITE-006,2023-12-27,Leak,High,64.7,Employee son strategy pattern beyond big there.,Valve Failure,13.7,Closed
INC-01857,SITE-001,2026-07-13,Fire,Low,-5.0,Could one sometimes parent including man director how attorney view.,Valve Failure,9.3,Under Investigation
INC-05849,SITE-002,2026-07-24,Near Miss, High,55.7,Though should energy style treatment kind military just property this choose message should ground.,Sensor Malfunction,11.4,Closed
INC-03540,SITE-003,2024-03-15,Spill,High,59.7,Bit artist leg possible add thank friend.,Third-party Damage,5.6,Open
INC-00638,SITE-005,2023-10-31,,Medium,73.6,Bit smile pretty hit ahead again tonight personal clearly here how.,Valve Failure,10.8,Open
INC-04428,SITE-001,2026-05-20T00:00:00Z,Equipment Failure,Medium,75.8,Soon lay parent room property fish turn near house could live including rise road.,Valve Failure,11.5,Closed
INC-02586,SITE-006,2025-04-04,Leak,Medium,64.9,Play wait expert seem drive itself star space government little number have short tree also since.,,5.1,Under Investigation
INC-03756,SITE-002,2023-12-30,Spill,Critical,38.0,Music may two often former man executive anything girl.,,1.0,Closed
INC-03867,SITE-005,2025-12-27,Spill,Medium,66.1,Tonight card activity base serious feeling voice former guess face also worker.,,4.5,Closed
INC-01709,SITE-004,2024-05-16,Near Miss,High,50.2,Ball without policy ever court specific skill pattern big with choose person figure.,Material Fatigue,5.2,Under Investigation
INC-05034,SITE-006,2023-12-18,Leak,Critical,67.5,Both situation create short interest.,Operator Error,1.9,Closed
INC-02229,SITE-002,2024-07-11,Leak,Low,94.2,Any north meeting teach case example food research.,Operator Error,6.1,Closed
INC-01838,SITE-006,2024-12-25,Spill,medium,76.0,According executive difficult phone work idea tonight who yard write.,Sensor Malfunction,18.7,Open
INC-01373,SITE-006,2025-09-12T00:00:00Z,Spill,Critical,49.5,Debate finish others among table player bit customer then set per mention believe yeah three.,Corrosion,11.1,Closed
INC-05485,SITE-001,2026-06-04,Spill,High,77.1,Down join technology recently the catch human administration pick people cost bar table interest four city ago true interesting.,Third-party Damage,5.0,Open
INC-03001,SITE-001,2026-05-13,Spill,Medium,65.6,World tax for girl as just positive space all evidence decision least.,Third-party Damage,24.6,Closed
INC-02575,SITE-006,2026-01-15,Near Miss,,35.6,Future green southern religious its dinner support office nation game paper difficult.,Valve Failure,2.2,Under Investigation
INC-00127,SITE-004,2024-08-19,Leak,Medium,77.5,Various social agency hard national challenge husband former million low maybe ability improve at growth sign structure energy.,,8.3,Closed
INC-03216,SITE-003,2026-06-28,Spill,High,49.6,Mr training near why face once.,Operator Error,5.6,Open
INC-00575,SITE-003,2024-03-06, Leak,High,48.9,Central bed accept see treatment business situation Mrs support so group within thus source necessary operation finally.,Material Fatigue,6.6,Closed
INC-02171,SITE-001,2024-10-23,Near Miss,High,78.6,Lawyer develop a bag animal.,Material Fatigue,10.0,Closed
INC-00236,SITE-002,2024-05-20,Fire,Medium,89.8,Set ok strong son beautiful other sport fast teach here life certain realize management store such.,Operator Error,3.6,Open
INC-00213,SITE-003,2024-11-05,Spill,High,71.3,Lay way late thing city television quite.,Corrosion,8.5,Open
INC-03942,SITE-006,2024-10-09,Leak,LOW,85.3,Information save green enough accept perform Congress everything picture.,Material Fatigue,1.0,Closed
INC-01996,SITE-001,2026-08-09,Near Miss,Critical,20.6,Participant down author onto try operation southern ask power life common.,Valve Failure,13.4,Open
INC-00183,SITE-002,2023-12-22,Equipment Failure, Low,82.0,Relationship go finally administration report college person few consumer.,Third-party Damage,5.6,Open
INC-05995,SITE-006,2023-09-16,Spill,Critical,48.0,Mention write light century anyone vote impact hour none candidate rich life research professor child education.,Corrosion,2.1,Under Investigation
INC-00533,SITE-003,2024-01-15,Leak,Critical,37.6,Measure company different important sure education environment single environment decision.,Operator Error,16.1,Closed
INC-03071,SITE-002,2026-07-05,Equipment Failure,Critical,45.0,Performance hair from small worker establish.,Third-party Damage,1.6,Open
INC-04491,SITE-005,2023-12-26,Near Miss,Medium,71.8,Firm until support answer relationship yourself yes attention.,Corrosion,9.8,Closed
INC-02977,SITE-003,2025-07-03,Spill,,49.7,Debate put continue spend agreement poor serious friend section someone.,Valve Failure,7.2,Open
INC-04255,SITE-006,2023-07-27,Fire,Critical,43.5,Rise feel hit leader view size majority business pass almost.,Material Fatigue,2.1,Closed
INC-03081,SITE-001,2024-12-15,Equipment Failure,Low,90.5,Open site political past what range production.,Operator Error,7.9,Open
INC-04191,SITE-005,2025-03-11,Oil Leak,Critical,31.3,Magazine create matter campaign image require operation central.,Valve Failure,9.5,Closed
INC-04564,SITE-003,11/11/2025, Leak,,100.0,Former maintain she soldier similar.,Valve Failure,4.9,Under Investigation
INC-03944,SITE-006,28/08/2024,Leak,Critical,50.8,Outside daughter common enter card full fine area.,Corrosion,6.5,Open
INC-05471,SITE-004,2025-02-04,Near Miss,Low,93.3,Pretty us smile animal leg fall live cost at food common score student itself.,,0.4,Under Investigation
INC-01552,SITE-006,2026-02-15,Near Miss,Low,84.7,Protect evidence great relationship several by.,,12.7,Open
INC-00799,SITE-004,2024-09-10,Leak,Low,86.0,Vote bar before provide nature stand speak last eat.,Third-party Damage,5.5,Under Investigation
INC-05985,SITE-006,2025-10-05,Leak,High,59.5,Magazine gas them here record organization ability possible campaign.,Corrosion,13.8,Closed
INC-01740,SITE-005,2025-11-28,Spill,Medium,90.6,Late very student event stage use necessary measure mean doctor our leave.,Valve Failure,3.2,Under Investigation
INC-01780,SITE-003,2025-01-13,Fire,Critical,50.4,Opportunity trouble many indeed quality cold southern life national.,Valve Failure,3.4,Closed
INC-02192,SITE-006,2023-11-22,Leak,Critical,35.0,Least hard industry you.,,5.0,Closed
INC-04477,SITE-002,2024-02-19,Fire,,66.5,Parent cover in more region.,Corrosion,7.2,Open
INC-03316,SITE-001,2025-08-15,Equipment Failure,High,47.6,Always chair lot fine window ask hear test follow which run item production matter provide race.,Material Fatigue,1.5,Closed
INC-05102,SITE-003,2026-01-15,Equipment Failure,Critical,0.0,Produce general reveal around space think same.,Valve Failure,2.7,Under Investigation
INC-01581,SITE-001,2026-07-17,Fire,High,62.1,Thought view occur own agree bank president sign senior feeling turn figure appear business throw amount reason lawyer.,Corrosion,11.4,Open
INC-01529,SITE-001,2023-08-12,Equipment  Failure,Low,89.2,Push lay off probably wear talk close quality report say arrive clear pattern.,Sensor Malfunction,12.2,Open
INC-02765,SITE-004,2025-02-07,Fire,Lo,90.2,Heavy usually traditional need paper mission price under safe never rate.,,3.0,Closed
INC-03503,SITE-002,2025-08-04,Near Miss,Critical,67.3,Fill take never official thank miss thought manager network evidence note resource clearly.,Corrosion,1.2,Open
INC-05345,SITE-002,2025-07-29,Equipment Failure,Lo,86.2,True into lead name city president of bring coach affect avoid.,Valve Failure,25.3,Closed
INC-04715,SITE-002,2025-11-29,leak ,Low,95.4,Position model third yeah five.,Sensor Malfunction,18.4,Under Investigation
INC-03890,SITE-001,2026-05-08,Near Miss,Low,84.4,Reveal special movie western participant bad explain recent.,Valve Failure,2.9,Closed
INC-04123,SITE-004,2024-07-02,Leak,Low,94.5,Nearly of measure last newspaper mind able we always idea mission paper impact general.,Material Fatigue,9.4,Open
INC-03627,SITE-002,2024-04-25,Fire,Low,85.8,Cup last brother radio build drive activity.,Sensor Malfunction,3.4,Open
