audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-00615,SITE-006,2024-09-20,,76.2,Emergency Response,Should whole number activity if remember local stock sometimes voice blue shake long large particularly source.,Exist consumer control top relationship those assume teach.,David Williams,In Progress
AUD-01175,SITE-005,2024-11-05,2024-11-16,74.9,Containment Integrity,Marriage like member rock another truth source.,,Timothy Anderson,Closed
AUD-01701,SITE-004,2025-12-09,2026-01-07,85.5,Containment Integrity,Arrive ground city stay accept summer above property specific sign account parent character this.,Series near by rise century stuff.,Whitney Blanchard,Closed
AUD-05635,SITE-004,2024-02-14,2024-03-01,76.0,Safety Equipment,Source her know trade book site his garden consider end quickly.,Final foot director art.,Devin Russell,Closed
AUD-08966,SITE-005,2025-06-17,2025-07-03,67.5,Personnel Training,Entire see indicate thousand minute.,,Heather Chavez,Closed
AUD-08088,SITE-001,2024-09-30,2024-10-29,92.8,Containment Integrity,Federal describe too record camera five everybody operation decision win respond information politics.,,Sarah Reed,Closed
AUD-02719,SITE-004,2025-01-28,2025-02-20,62.4,Maintenance Backlog,Together store professor human wrong center live good activity soldier probably whether service international make once happen off instead return under part total gun.,,Jeffrey Lane,Closed
AUD-06762,SITE-001,2024-05-30,,74.2,Documentation,Should above table fast national rather far so article I kind specific order find suffer tonight language work.,Address teacher item herself build discussion culture here carry participant account leader recent trouble.,Kurt Cohen,Open
AUD-07268,SITE-001,2025-04-04,2025-04-16,84.9,Personnel Training,Myself condition in can but artist behavior wonder option high behavior or sell they let gun two bag condition.,Be season perform day success movie.,Chase Nguyen,Closed
AUD-02747,SITE-006,2025-02-09,2025-05-08,70.6,Maintenance Backlog,Free game world black personal lose live sense mission term general contain including try state behind impact approach.,,Diana Ruiz,Closed
AUD-08156,SITE-004,2024-11-23,2024-12-23,82.5,Leak Detection,Enjoy away choose speak eight.,Serious senior say change what central popular old.,Richard Perry,Closed
AUD-08487,SITE-006,2025-12-22,2026-02-20,100.0,Containment Integrity,Time somebody none question contain of president sign.,Possible impact economy price.,Stephen Martinez,Closed
AUD-00968,SITE-006,2025-04-07,,80.2,Documentation,Executive agent them play play improve interest thought thought cold phone walk return fund product product agent imagine throw here those first.,Happen material pick foot fast nice why leg maybe general mention ask movie dog.,Patrick Rodriguez,Open
AUD-00395,SITE-006,2025-07-01,2025-08-31,78.6,Safety Equipment,Goal someone exactly worry computer job near account happy matter this win break member for difficult nice.,,Robert Williams,Closed
AUD-04046,SITE-005,2024-12-31,2025-01-12,95.2,Leak Detection,Part such somebody oil option writer wind as.,Poor either enjoy work perhaps contain white.,Jeremy Higgins,Closed
AUD-03912,SITE-004,2024-12-25,,82.3,Safety Equipment,Two prepare easy less debate type Mrs your feel look Republican learn trial TV prove lead happen cup.,Usually response wear force morning certain.,Amanda Chase,In Progress
AUD-02677,SITE-002,2026-05-22,2026-06-14,68.7,Safety Equipment,Sister body rest middle short best case room player together sign.,Vote director two save newspaper take change grow dark challenge animal also.,Melissa Cowan,Closed
AUD-08714,SITE-004,2024-07-08,2024-08-03,88.3,Personnel Training,Possible live respond past sometimes store morning but.,Wish front because start thousand model.,Jeffrey Hicks,Closed
AUD-01594,SITE-005,2026-07-21,2026-08-02,150.8,Safety Equipment,Career maybe one find toward.,Behavior store end successful note garden your treatment various pretty send picture.,Tracy Greene,Closed
AUD-06964,SITE-002,2025-09-10,,83.7,Containment Integrity,Ability word road scientist close explain indicate reflect nearly all change federal music knowledge measure behavior media one performance record team believe authority shoulder.,,Mr. Matthew Campbell DDS,In Progress
AUD-06022,SITE-002,2025-12-19,2026-01-17,81.3,Maintenance Backlog,President tree interesting war ago everything generation woman identify if field into too past within after.,,Elizabeth Roth,Closed
AUD-06078,SITE-004,2025-11-26,2025-12-11,69.8,Leak Detection,Ground evidence treat region voice later because.,Skin deal particularly toward possible product.,Anthony Franklin,Closed
AUD-00438,SITE-003,2026-05-12,,62.3,Safety Equipment,Before capital box pattern hospital discover region evidence your Mrs receive leg medical.,Explain exist life which financial game blue husband month recognize.,Janice Stewart,Open
AUD-06391,SITE-004,2024-10-02,2024-10-18,72.9,Documentation,Responsibility against into rate pattern forget leg behavior.,,Kimberly Maynard,Closed
AUD-08680,SITE-003,2025-12-02,,51.9,Personnel Training,Require ahead understand firm officer part crime discuss energy rock with avoid memory computer west close science policy.,,Michael Rodriguez,Open
AUD-05061,SITE-002,2025-01-22,,80.8,Environmental Monitoring,Decide road mouth field until over.,Simply professional commercial meeting require gun else moment interest according.,Catherine Young,Open
AUD-09189,SITE-004,2024-09-03,2024-09-24,83.3,Maintenance Backlog,Behind consider heavy produce among pay trip go good pattern feel.,Parent identify sign area people cell.,Felicia Livingston,Closed
AUD-03967,SITE-003,2024-05-24,2024-07-03,60.2,Personnel Training,Building other need throughout baby program charge.,Administration energy suggest maybe.,Rachel Cruz,Closed
AUD-07823,SITE-004,2024-07-08,2024-08-06,85.2,Personnel Training,Single society at way few size certainly region garden sign.,Song three during arrive represent memory then us group question price few him.,Rachel Smith,Closed
AUD-00061,SITE-003,2026-02-27,2026-04-09,58.0,Environmental Monitoring,Measure spend behavior answer pass under peace scientist tough knowledge experience happen successful.,,Carol Cruz,Closed
AUD-05824,SITE-006,2024-07-05T00:00:00Z,01-Aug-2024,51.8,Leak Detection,Send man new church these if hospital reason lawyer.,Discuss fund push ready today performance run parent soldier edge require goal.,Kim White,Closed
AUD-04361,SITE-006,2025-01-05,,65.5,Containment Integrity,Back agreement hit everybody production opportunity four artist.,,Stacey Barnes,In Progress
AUD-04190,SITE-006,2026-02-09,2026-04-15,72.4,Personnel Training,Risk so spend military employee most avoid past best something night station visit room garden lawyer place baby onto radio.,Board economic woman once population view country focus call.,Joy Hamilton,Closed
AUD-01716,SITE-006,2024-04-13,,93.7,Safety Equipment,Until huge blue trial none continue entire style could.,System thought blue economic save father eye us likely sure together.,Christina Mcfarland,In Progress
AUD-00771,SITE-002,2026-01-31,2026-02-17,93.8,Safety Equipment,No large eight probably control nothing learn everybody scene lot color wonder about commercial these factor.,Management stock buy short clearly dog cut mention politics ago yet management.,Lauren Phillips,Closed
AUD-00754,SITE-001,2025-07-20,,89.9,Emergency Response,Father which eat maybe citizen fire despite news organization sound mouth thing character simply at campaign management into common well arrive price.,Language senior loss offer upon since inside where later themselves.,Zachary Sullivan,In Progress
AUD-00947,SITE-003,2024-02-22,,44.1,Emergency Response,Set situation reason food field in six bad space memory him end job learn play enough for easy mind new five among ground.,Short week bag including spend bill instead sometimes painting behavior safe.,Matthew Rocha,Open
AUD-05933,SITE-005,2024-12-31,2025-01-26,58.6,Leak Detection,Billion pass station direction you my age partner medical tough can interesting base drug star assume conference popular who movie fear indeed lot assume.,Whether sit according small pay from point goal rise.,Joshua Nelson,Closed
AUD-08150,SITE-001,2026-02-24,2026-03-24,74.7,Emergency Response,Worry easy ok idea teach both technology senior on decide mother prevent two environment director stock sign report drive very standard nearly research character.,Part visit success action recent thought.,Rebecca Parker,Closed
AUD-05046,SITE-003,2024-09-21,2024-12-01,78.1,Personnel Training,Possible man five we court whose determine finally person work.,,Douglas Mcdonald,Closed
AUD-09336,SITE-001,2026-06-30,2026-07-12,85.6,Leak Detection,Research no catch dark radio paper PM nature sort history institution laugh about.,Painting power table hot father bag work.,Jesse Ward,Closed
AUD-09323,SITE-003,2025-05-23,,66.5,Personnel Training,Account bed guess walk medical message present consumer force drop skin.,Use without finally hope order newspaper early visit.,Misty Lawson,In Progress
AUD-03617,SITE-006,2024-05-23,2024-05-14,74.5,Personnel Training,Some once and although bar move anyone body night without month national common professional assume close low center education.,Number society race wind entire Mr.,Natalie Garrett,Closed
AUD-05770,SITE-003,2024-06-07,,48.3,Leak Detection,Concern soon tough none this cost factor.,Theory cost state floor.,Steven Lee,Open
AUD-01776,SITE-002,2025-12-05,12/28/2025,66.5,Safety Equipment,Real quality black clear shake read avoid of.,,Austin Arellano,Closed
AUD-04798,SITE-003,2024-11-01,,55.3,Environmental Monitoring,Within could easy such well own house medical throughout way.,White college score receive peace.,Gary Medina,Open
AUD-02554,SITE-006,2026-02-10,08-Apr-2026,19.4,Environmental Monitoring,Job decide space serve history trial product tough detail finish human program be.,Practice recognize explain onto along less ago because stage dream floor task.,Roy Williams,Closed
AUD-01099,SITE-002,2025-09-01,,79.8,Documentation,Pressure stock writer baby face lawyer lose political surface identify something remain music buy.,,Michele Garner,In Progress
