incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-03811,SITE-001,-1.32081,36.798921,2024-04-08,Spill,Low,78.5,Price imagine knowledge prove hospital little edge majority.,Material Fatigue,5.1,Open
INC-05270,SITE-006,0.065675,35.462729,2024-10-29,Leak,High,57.2,View individual could should beautiful while drive.,,10.2,Under Investigation
INC-00790,SITE-006,0.056058,35.464478,2025-02-27,Near Miss,High,57.2,Magazine member a pay whether these through perhaps.,Valve Failure,37.3,Under Investigation
INC-01220,SITE-007,-0.12042,34.748272,2025-04-22,Fire, medium,84.3,Admit hope American practice force never speech they by answer say buy.,Corrosion,7.3,Open
INC-01872,SITE-003,-2.269696,37.873398,2025-11-22,Near Miss,Critical,56.7,Recently accept some spring ever near message sister only.,Third-party Damage,7.6,Under Investigation
INC-05806,SITE-006,0.053663,35.476807,2024-11-05,Equipment Failure,Medium,64.0,Employee deep service action well high home miss college information site ten middle from which than bag system recognize so.,,7.8,Open
INC-00391,SITE-002,-4.063589,39.697191,2025-11-18T00:00:00Z,Equipment Failure,High,58.0,Not phone successful writer case vote.,Corrosion,8.2,Closed
INC-05788,SITE-002,-4.021042,39.648267,2026-01-25,Leak,Med,72.8,Across eat industry sound identify list investment ever measure.,Valve Failure,1.5,Closed
INC-03090,SITE-001,-1.266954,36.795395,2023-10-25,Equipment Failure,Med,77.1,Risk entire machine resource share full out interview attention.,Corrosion,5.2,Open
INC-01380,SITE-006,0.058256,35.425385,2025-05-13,,Medium,91.9,Why easy feeling tonight success nearly piece modern head wind approach behind man range.,Sensor Malfunction,8.5,Closed
INC-01624,SITE-007,-0.114278,34.743059,2025-12-09,Equipment Failure,HIGH,55.5,Seven threat practice pass what become.,Sensor Malfunction,3.6,Closed
INC-06043,SITE-007,-0.089997,34.735751,2024-09-02,Fire,Low,87.5,Choose couple because term between speak thousand left office soldier watch list base throughout.,Valve Failure,1.9,Open
INC-01760,SITE-002,-4.072508,39.702819,2024-12-14,Equipment Failure,Medium,60.6,Rock stage here field should effort.,Valve Failure,7.9,Under Investigation
INC-05946,SITE-003,-2.309602,37.827136,2024-01-19, fire,Low,100.0,Daughter pretty significant beautiful remain bill.,Material Fatigue,9.0,Under Investigation
INC-03974,SITE-003,-2.276161,37.826232,2026-04-22,,Medium,61.6,Child among anyone imagine economy.,Sensor Malfunction,5.6,Open
INC-02118,SITE-001,-1.270259,36.806846,2025-12-24,Spill,Low,104.0,Threat turn receive enough sell resource east.,Sensor Malfunction,8.8,Closed
INC-01291,SITE-002,-4.019327,39.703063,2024-07-25,Equipment Failure,Low,100.0,Professional add company walk.,Operator Error,6.8,Open
INC-00310,SITE-005,0.5339,35.248553,08/29/2023,near miss,Low,91.6,Respond where break hair quite race lawyer white.,Third-party Damage,3.9,Under Investigation
INC-04770,SITE-003,-2.274245,37.817307,2025-09-07, fire,High,56.2,Goal war affect part either citizen south tonight simply news thought include officer.,,21.4,Open
INC-03924,SITE-002,-4.070849,39.699756,27/11/2025,Fire,Low,96.7,Enter resource myself fund herself management board democratic production east tree physical.,Corrosion,3.5,Open
INC-04156,SITE-006,0.023517,35.469616,2024-01-12,Near Miss,Critical,59.8,Strong quite enjoy heart check evidence available those sense employee mind red yeah.,Third-party Damage,9.8,Open
INC-04195,SITE-001,-1.267155,36.799505,2024-08-19,Spill,Medium,77.7,Soon nearly interview month late hear relationship soldier defense one move.,Corrosion,2.9,Under Investigation
INC-05431,SITE-007,-0.128473,34.77388,01/10/2026,Fire,Medium,86.3,Also space born human example history everyone arrive.,Sensor Malfunction,0.3,Open
INC-01594,SITE-003,-2.270036,37.863045,2026-04-06,Fire,Low,97.0,He break indeed suffer.,Material Fatigue,11.0,Open
INC-03253,SITE-004,-0.327261,36.061263,2025-09-06,Equipment Failure,Medium,70.0,Here degree television little now some team national truth college time ask sea imagine him.,Valve Failure,1.6,Under Investigation
INC-02858,SITE-006,0.068646,35.472562,2025-06-06,Leak,High,66.3,Pass course agreement during coach party available reason identify consumer color.,Valve Failure,14.2,Under Investigation
INC-03087,SITE-004,-0.288719,36.067122,2024-05-20,near-miss,Low,95.6,Operation sense buy letter southern quite carry.,Operator Error,11.9,Open
INC-05528,SITE-001,-1.271211,36.850392,2025-02-09,Near Miss,Medium,93.6,Camera win same program chair source.,Third-party Damage,2.9,Closed
INC-05627,SITE-003,-2.300784,37.871596,2025-10-12,Near Miss,High,60.2,Involve stand involve offer recognize consumer whom together though industry about me.,,36.4,Closed
INC-02649,SITE-007,-0.129812,34.777084,2023-10-27,Leak,Medium,75.9,Marriage family where visit animal least society.,Third-party Damage,9.4,Under Investigation
INC-05040,SITE-004,-0.277871,36.050555,2025-01-27,fire,Low,81.5,Them on reduce direction sign center whole evening couple old what group.,,6.6,Closed
INC-05415,SITE-001,-1.307602,36.797387,03/02/2026,Near Miss,Low,88.4,Project finish strategy couple.,Material Fatigue,2.0,Open
INC-00462,SITE-002,-4.076838,39.697138,2024-12-04,Spill,Low,85.3,Military fear street next itself sport cell feeling.,,23.4,Open
INC-05429,SITE-004,-0.314839,36.107337,2026-03-21,Equipment Failure,High,64.1,Will natural lot consumer Mr indicate ahead street write with the major traditional fire lose want discussion shoulder.,Operator Error,9.2,Closed
INC-00302,SITE-005,0.491025,35.286347,2024-12-17,Near Miss,Low,99.0,Stay most threat eat political test understand politics very girl six.,Corrosion,14.3,Open
INC-04028,SITE-007,-0.086669,34.782168,2025-08-01,Equipment Failure,Medium,70.1,Military majority piece determine character could week adult need mind quite.,Corrosion,9.0,Under Investigation
INC-00652,SITE-006,0.068935,35.439741,2025-01-23,Equipment Failure,Medium,83.5,Middle tell girl whom blood growth population evening.,Operator Error,11.3,Closed
INC-05327,SITE-006,0.024181,35.424353,2026-04-16,Spill,High,50.5,Rise individual several turn receive story become at suffer single mother direction crime chair.,Corrosion,6.5,Under Investigation
INC-05136,SITE-006,0.072293,35.466165,2025-02-13, fire,Medium,82.4,Fact him finish each through point way central bed.,Sensor Malfunction,2.6,Closed
INC-02433,SITE-005,0.546543,35.295087,30/11/2024,Equipment Failure,Low,80.2,She break glass research skill spend road quite kid.,Corrosion,7.3,Under Investigation
INC-03733,SITE-007,-0.076435,34.786562,2024-05-16,Near  Miss,High,38.1,Performance able person number maybe TV both push where play human town large.,,2.5,Under Investigation
INC-03349,SITE-005,0.487936,35.284342,2025-04-07,Near Miss,Medium,69.3,Local also kid million stage center letter real leave want any race.,Sensor Malfunction,15.8,Under Investigation
INC-05653,SITE-006,0.053607,35.474899,2024-10-05,Equipment Failure,,73.6,Us similar long respond general environmental commercial throw arm.,Operator Error,7.0,Closed
INC-04418,SITE-005,0.497922,35.249277,2025-11-30,Near Miss,Low,92.8,Coach position number physical rule hospital company.,Sensor Malfunction,1.1,Open
INC-00782,SITE-006,0.026245,35.424088,2023-11-05,Equipment Failure,High,69.3,Along though push more and put.,Valve Failure,16.1,Under Investigation
INC-04617,SITE-002,-4.064142,39.650895,06-Oct-2024,Equipment Failure,Medium,61.9,Live stock tend arm section run yes agreement gas theory keep wrong letter perhaps event.,,8.7,Under Investigation
INC-05760,SITE-002,-4.029271,39.645553,2023-09-03,Near Miss,High,47.2,Large card including model cup foreign finally including create measure attorney on area anything western moment others great.,Third-party Damage,7.9,Closed
INC-04975,SITE-006,0.029057,35.427507,2024-04-23,Leak,Critical,64.9,Late country which power describe customer administration successful civil message never offer office teacher finally.,Operator Error,11.3,Under Investigation
INC-05574,SITE-007,-0.077133,34.773626,2024-09-24,,Medium,65.9,Owner must security different idea concern public full election section.,Operator Error,4.4,Under Investigation
INC-00215,SITE-006,0.01962,35.435063,2025-10-22,Near Miss,Low,82.9,Very fear discover production lay could daughter he western scientist grow huge here outside.,Corrosion,4.8,Closed
INC-03760,SITE-006,0.07221,35.421401,01/21/2025,Spill,Low,90.3,Democrat wife we cell.,Operator Error,17.6,Open
INC-01083,SITE-003,-2.30931,37.830861,2026-03-07,Leak,High,54.7,Weight country federal something new occur determine red.,Operator Error,5.2,Under Investigation
INC-01394,SITE-001,-1.262534,36.796089,2024-10-17T00:00:00Z,Equipment Failure,Medium,80.5,Treatment out sell eight apply cover build.,,3.5,Closed
INC-04820,SITE-001,-1.273832,36.839162,2024-05-11,Spill,High,61.9,Close lot individual call adult together here course occur.,Operator Error,10.1,Under Investigation
INC-01734,SITE-005,99.673673,35.293237,2023-12-23,Equipment Failure,Low,95.5,Example century candidate result year explain baby character drug page word clearly instead public.,Third-party Damage,2.3,Open
INC-05290,SITE-005,0.542172,35.246742,2024-08-31,Near Miss,Medium,74.7,Market pretty try since indeed.,Material Fatigue,5.9,Under Investigation
INC-02606,SITE-001,-1.269952,36.806856,12/01/2024,Near Miss,Low,84.3,Energy summer teach mean address only develop owner difficult simply mouth foreign of theory.,Corrosion,7.6,Open
INC-01101,SITE-002,-4.072862,39.655192,2025-10-14,Fire,,76.4,Democrat three like Democrat so former accept what whatever range hear.,,7.1,Closed
INC-02494,SITE-007,-0.112008,34.737189,2024-11-04,Equipment Failure,Medium,62.6,Left less main value option billion nearly hotel population those.,Third-party Damage,7.3,Open
INC-01732,SITE-007,-0.088437,34.781834,09/19/2024,Leak,Medium,62.7,Collection generation capital parent character rate.,Material Fatigue,3.1,Closed
INC-04078,SITE-002,-4.020564,39.656414,2025-12-20,Near Miss,Low,100.0,Career focus per author baby throw effort heavy model wish.,Corrosion,4.4,Closed
INC-05184,SITE-003,-2.302603,37.825182,2023-08-13T00:00:00Z,Near Miss,High,59.9,Old business step style executive response perform begin none beat lot teach want seven now.,Sensor Malfunction,1.3,Closed
INC-01922,SITE-001,106.428457,36.845787,21/08/2024,Fire,medium,85.8,Cause as table explain his government inside minute man station notice themselves can.,Operator Error,7.5,Under Investigation
INC-02271,SITE-003,-2.303001,37.836362,25-Jul-2024, Leak,High,58.1,Over interview seem establish fish know small health huge case option.,Third-party Damage,7.7,Open
INC-03420,SITE-007,-0.091048,34.779809,2026-05-15,Spill,High,64.0,Account cup administration past collection example response before network now debate democratic.,,1.8,Closed
INC-05173,SITE-005,0.488245,35.249476,2025-12-18,Fire,Medium,66.5,History manage body adult fight capital much.,Corrosion,4.4,Closed
INC-06072,SITE-004,-0.285993,36.064391,2026-04-15,Leak,High,74.3,Economic stuff address anyone question history these her open rate term movie energy know include gun throw would.,Third-party Damage,5.1,Closed
INC-05389,SITE-006,0.065655,35.436829,2023-08-21,Spill,High,63.8,President firm owner table sit drive table live inside.,,7.3,Closed
INC-00278,SITE-003,-2.276392,37.860528,12/25/2024,Near Miss,High,31.2,Computer rock policy suggest option require evidence concern.,Third-party Damage,0.1,Under Investigation
INC-04384,SITE-004,-0.32321,36.054953,2026-01-04,Fire,High,63.5,Section system say research main fish she throw number just.,Sensor Malfunction,6.6,Open
INC-04840,SITE-003,-2.2776,37.831215,2024-08-04,Equipment Failure,High,38.4,Send what pay return figure become lot and magazine nice.,,16.5,Open
INC-03108,SITE-004,-0.288313,36.106433,2024-11-24,near miss,Low,100.0,Listen party necessary when long.,Third-party Damage,2.2,Open
INC-01161,SITE-006,0.056478,35.476037,2023-12-20,Near Miss,High,53.9,School write there the professional.,Material Fatigue,9.2,Closed
INC-01227,SITE-007,-0.128832,34.773567,2025-12-28,Fire,High,69.0,Kind serious stop leader agreement side bag line none.,Sensor Malfunction,16.4,Closed
INC-04472,SITE-006,0.056745,35.43292,2024-08-06,Near Miss,Critical,67.9,Successful bad sometimes star must structure find single two could option.,Third-party Damage,12.5,Under Investigation
INC-01651,SITE-004,-0.283237,36.093111,2025-11-01,Equipment Failure,Medium,61.8,Whom science they huge north guy maybe.,Third-party Damage,10.4,Open
INC-05633,SITE-001,-1.311839,36.802957,2024-11-05,Near Miss,Medium,67.4,Deep son step check while mean life any such.,Operator Error,9.3,Under Investigation
INC-03274,SITE-005,0.504843,35.290736,24-Feb-2025,Equipment Failure, medium,77.4,It old according serious skin company born eight evening six detail itself figure policy.,,1.0,Under Investigation
INC-02691,SITE-001,-1.265056,36.793244,2024-04-06,Fire,Low,86.5,Per sit party think sort who change.,,6.8,Open
INC-00945,SITE-007,-0.075569,34.783543,2024-03-28,Equipment Failure,,90.3,Kitchen tonight organization very security rate lawyer hospital or fact character nothing.,,9.2,Under Investigation
INC-04599,SITE-001,-1.269399,36.850927,12/04/2024,Equipment Failure,High,86.5,Management however poor mission stop.,Valve Failure,4.3,Closed
INC-01410,SITE-006,0.023278,35.469728,2025-02-26,Equipment Failure,High,69.1,Only surface rule out body now everything reason where grow fly exactly finish enjoy nearly nothing contain.,,6.8,Closed
INC-01029,SITE-006,0.059941,35.474484,2024-08-29,Near Miss,Critical,49.1,Memory us sound my throughout without receive toward step subject main food first wife.,,7.1,Open
INC-02561,SITE-006,0.030519,35.438291,2025-02-17,Leak,Critical,49.0,Information first you expect.,Corrosion,7.3,Open
INC-01484,SITE-002,-4.027801,39.687146,2023-10-31,Fire,Medium,69.6,Scientist necessary success else choice point culture foot develop nice investment.,Sensor Malfunction,3.8,Under Investigation
INC-00096,SITE-001,-1.31212,36.839078,2025-05-06,Equipment Failure,Medium,75.4,Economic star part rate suddenly among develop month party.,Corrosion,7.5,Under Investigation
INC-01770,SITE-005,0.504461,35.28135,2025-03-27,Equipment Failure,Medium,66.0,Industry pay still hotel life house professor pay store doctor special rock.,Material Fatigue,4.8,Closed
INC-04830,SITE-003,-2.26602,37.874313,2025-05-10,Fire,High,62.6,Purpose eat lay manager significant.,Operator Error,5.6,Closed
INC-01779,SITE-002,-4.027676,39.703412,2025-08-09,Near Miss,Medium,83.2,Young thus mind know police too they begin money word war spend.,Operator Error,3.5,Under Investigation
INC-00456,SITE-001,-1.319922,36.793384,2024-02-18,Equipment Failure,high,65.3,Actually bag seek analysis top general produce radio.,Third-party Damage,0.8,Open
INC-00228,SITE-001,-1.309828,36.809783,2025-05-17,Spill,,64.6,Serve fill somebody player half history sea oil listen.,Sensor Malfunction,19.0,Under Investigation
INC-01245,SITE-005,0.536796,35.280589,2023-10-30,Fire,Low,88.5,Someone church beat camera story station defense add society particularly more address mind art kid money.,Operator Error,5.6,Open
