audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-02719,SITE-005,2025-09-08,2025-09-14,78.0,Safety Equipment,Election phone why cultural individual their list seven pick remember.,,Christopher Wells,Closed
AUD-00553,SITE-004,2025-03-28,,84.7,Maintenance Backlog,Stand large billion us prepare rule everyone degree drug attorney realize similar.,Expert hit enter read research gas write tree choose spend later fund win.,James Carson,Open
AUD-01194,SITE-006,2026-04-10T00:00:00Z,,62.2,Environmental Monitoring,Add hotel entire theory store sense know.,Space course memory likely authority check compare require do management card challenge.,Micheal Browning,In Progress
AUD-01336,SITE-002,2025-03-26T00:00:00Z,2025-04-01,95.5,Environmental Monitoring,Decide race help yet treatment sea firm important by century Congress go coach should make itself just first sister method.,Attorney to myself mission adult seat car whose group represent catch.,Zachary Pierce,Closed
AUD-00027,SITE-007,2025-07-15,2025-08-03,96.7,Safety Equipment,Grow hotel election season dinner beat future son.,Wish ball during seven card upon thousand our environment region must return.,Carlos Larson,Closed
AUD-00527,SITE-007,2024-12-11,,97.4,Documentation,Feeling indicate pressure wait standard medical card drive no recently.,Contain wrong general both popular especially television generation.,Jennifer Daniels,Open
AUD-01438,SITE-005,2024-05-15,05/23/2024,79.1,Environmental Monitoring,Today avoid read suffer prove weight chair forward decide sell consumer television four bank simple source.,Call including ever commercial suffer.,Sara Park,Closed
AUD-02982,SITE-005,2025-06-08,,86.1,Maintenance Backlog,Money important clearly close quality speech word not enjoy by dark six mention computer.,Physical relate spring charge along pick century.,Leslie Moore,In Progress
AUD-02492,SITE-005,2024-08-17,2024-09-01,80.1,Leak Detection,Need impact surface fill public thank lay card make service two strong without fact thought.,Threat create eight yet compare agent fear training image shake.,Kathryn Bowers,Closed
AUD-01690,SITE-005,2025-08-05,2025-09-02,82.9,Maintenance Backlog,Safe opportunity nation medical wind director part experience range red once.,Involve similar night civil.,Kyle Armstrong,Closed
AUD-01236,SITE-003,2024-03-30,,61.8,Personnel Training,Again tonight message trial wind success hour coach commercial report send director herself teach history employee.,Daughter event apply report analysis feeling expect all long nice charge present.,Mike Perry,Open
AUD-02609,SITE-003,2024-12-31,2025-03-04,93.3,Maintenance Backlog,Safe agency throw risk bit radio board center add organization she game research message reason.,,Connie Lang,Closed
AUD-01121,SITE-007,2025-01-10,2025-01-20,71.1,Personnel Training,Make entire assume some style fight plant add can heart would class up production threat fund any.,,Stephen Johnson,Closed
AUD-01202,SITE-001,2024-06-25,,84.8,Environmental Monitoring,Painting the let truth reduce turn benefit at account family maintain act mother none fact.,Doctor crime civil cell buy forget nice career reduce.,Jennifer Cook,Open
AUD-01941,SITE-006,2026-07-20,,64.9,Personnel Training,Type tell issue listen program thus part.,Appear product interview evidence minute cost politics throughout suggest.,David Bennett,Open
AUD-00824,SITE-001,2025-11-04,,91.1,Leak Detection,Realize morning only yard market writer.,Remember student several reach top difficult science movie those character best decide similar appear.,Darrell Espinoza,In Progress
AUD-01454,SITE-005,2024-10-10,2024-11-08,80.6,Safety Equipment,Live pass behind quickly positive science happy other those act involve.,,Alexis Stephens,Closed
AUD-02890,SITE-006,2024-03-23,,62.2,Personnel Training,Process step expect pressure teacher teach know medical section team onto.,,Jonathan Huffman,In Progress
AUD-00052,SITE-007,2025-09-17,,92.5,Safety Equipment,Sister chair election fish hand color sign whom magazine level quality up water.,,Jamie Ruiz,In Progress
AUD-00477,SITE-005,2025-07-10,2025-07-24,94.1,Environmental Monitoring,Carry spring author military Mr action energy difference compare let discuss analysis floor including Mrs stage future I.,Beyond test past able measure analysis.,Michael Houston,Closed
AUD-01670,SITE-001,2026-09-12,2024-12-13,68.2,Containment Integrity,Sometimes firm meeting method body theory resource investment evening college election side.,Organization actually new often adult.,Patricia Porter,Closed
AUD-01074,SITE-006,2024-09-19,,74.4,Maintenance Backlog,Every tree girl whether analysis appear matter up role several point ago risk.,,Anthony Lewis,In Progress
AUD-01412,SITE-001,2024-05-30,2024-06-21,85.1,Leak Detection,Improve kid next better whom discussion wall.,Free idea in list guy for now.,Linda Jimenez,Closed
AUD-01673,SITE-005,2025-10-22,,78.4,Personnel Training,Once phone possible leg television employee almost where decision teach.,Behavior much sea level.,Rebecca Nunez,In Progress
AUD-00456,SITE-004,2024-12-09,,99.5,Environmental Monitoring,Let pattern week already medical these man possible wonder about once language particular.,They in player up apply scientist war world away nor hot perform.,Cody Salazar,Open
AUD-02192,SITE-004,2026-07-09,,78.2,Emergency Response,Court worker various strong account television list drop listen think clearly oil mouth help table.,Pm candidate usually Mrs month in section enough several travel onto.,Candice Smith,Open
AUD-01017,SITE-005,2024-03-08,2024-03-27,77.7,Documentation,Case well nice court official main new marriage benefit new cause true country.,,Edwin Reynolds,Closed
AUD-01013,SITE-006,2026-07-01,,52.3,Maintenance Backlog,Edge challenge people then form how executive staff recent.,,Bryan Smith,In Progress
AUD-02437,SITE-001,2024-04-24,2024-04-29,150.7,Emergency Response,Low cut should evidence key however along develop whatever call already seek or.,Much describe clearly this easy thus method decision specific service will.,Allison Ramirez,Closed
AUD-01783,SITE-007,2026-01-10,,83.3,Containment Integrity,Out him ever method of age return future respond alone choose deep take.,Short attention short card.,Troy Vargas,In Progress
AUD-01860,SITE-007,2026-02-12,,73.0,Personnel Training,Wonder late take ago beat knowledge themselves stage may participant detail until serve firm coach floor inside dark finish magazine be go.,Hotel guy decide improve build for customer nearly news statement law machine summer.,Steven Wilson,Open
AUD-00370,SITE-005,2025-09-09,2025-10-05,100.0,Personnel Training,Head offer along blood clearly build would name weight main.,Method information side scientist generation education rest.,Mercedes Hodges,Closed
AUD-00969,SITE-007,2025-07-31T00:00:00Z,2025-08-29,61.7,Safety Equipment,Me attention exist boy side ask economy reality same subject fly ground building include behind.,,Wesley Sandoval,Closed
AUD-02866,SITE-004,2024-11-11,,66.1,Leak Detection,Attorney American themselves yeah meeting meeting report sing bad require country nation outside upon hope cup.,First maybe during sign lawyer move purpose affect member security.,Thomas Robles,In Progress
AUD-01877,SITE-001,12/11/2025,2025-12-28,80.9,Environmental Monitoring,Human perform involve pay tree team relationship others court only must oil understand third church tree check conference.,Resource debate history executive interesting rich operation community sometimes and yes because others.,Ashley Lane,Closed
AUD-01269,SITE-007,2025-02-04,,76.3,Safety Equipment,Charge type reveal rest usually despite hotel fund environmental car lose partner whose.,Great year without thousand safe professor the.,Thomas Compton,Open
AUD-01536,SITE-007,2026-03-02,,97.5,Containment Integrity,Matter husband start third section eat contain reach thought performance blue three each agent guy.,Team deal reflect mind and job nation speak billion.,Lisa Griffith,Open
AUD-02253,SITE-001,2026-04-27,2026-05-14,94.0,Safety Equipment,Service Congress success three clear listen yes adult.,,Angela Ayers,Closed
AUD-00445,SITE-005,05/20/2024,,72.0,Personnel Training,Sound firm important project term national carry rise.,Wear lay out deep or there suggest under consumer.,Austin Lowery,In Progress
AUD-00994,SITE-005,2024-04-14,2024-04-21,86.2,Documentation,Manager first seem world mouth indicate assume billion wife center world garden.,Continue teach skin of price tonight pattern once.,Gary Young,Closed
AUD-02805,SITE-001,2025-05-13,2025-05-23,75.3,Emergency Response,Knowledge sound source describe professor laugh yourself who performance movie clear sell pull serve fill knowledge human.,,Mr. Christian Jordan,Closed
AUD-02415,SITE-006,2025-09-12,,68.7,Containment Integrity,My citizen prevent record analysis through actually democratic left reach reveal.,Education rise knowledge popular yourself sense bring.,Keith Garrett,In Progress
AUD-00706,SITE-002,06/28/2025,,81.3,Personnel Training,Fine support center collection Mr at red candidate store machine.,Avoid bad cause peace as east author over.,Richard Young,Open
AUD-00562,SITE-004,2026-05-10,,91.6,Leak Detection,Total full foreign concern trip into college mother race risk attack able require student score local to ground represent.,Care teacher safe artist campaign lead lose.,John Huffman,In Progress
AUD-00154,SITE-002,2025-12-15,2026-01-08,70.2,Safety Equipment,Hard bad explain talk season reality himself president.,Treatment produce rather soldier matter.,Carlos Morrow,Closed
AUD-00085,SITE-002,2026-06-19,2026-06-14,88.7,Emergency Response,Dream me protect still have unit glass people.,Option matter add hundred financial.,Steven Oliver,Closed
AUD-00660,SITE-002,2025-04-02,2025-04-17,88.6,Emergency Response,Keep full state cause among source well team food three western read end certainly pressure child.,End loss ground trade kid when war thus above concern place their.,Richard Brown,Closed
AUD-00156,SITE-007,2024-11-16,2024-12-01,82.8,Emergency Response,Your instead always American effect appear agency move prevent level space her sign method.,,Jacob Browning,Closed
AUD-02464,SITE-004,2025-03-26,2025-04-20,89.0,Leak Detection,Term movie could drive arm accept country cup attention actually western establish green compare inside out control.,Air success happen many to close tough enjoy our.,Donna Morales,Closed
AUD-01925,SITE-007,2026-05-08,2026-05-18,86.1,Personnel Training,Market couple play heavy change.,Arrive learn successful class husband perhaps ball become response represent describe body loss.,Joseph Gray,Closed
