id,program_id,region,resource_type,allocated_amount,unit,period_start,period_end,source,status,priority_score,rationale
ALLOC-c0f2075a,PROG-a24f96d3,Kiambu,training_capacity,43,seats,2025-11-28,2026-02-28,manual,approved,,
ALLOC-3c0e38f7,PROG-a24f96d3,Kiambu,budget,1281964,KES,2025-11-28,2026-02-28,manual,approved,,
ALLOC-0ed48a77,PROG-a24f96d3,Kiambu,field_officer,4,officers,2025-04-30,2025-07-27,ml_recommended,pending,78.13,Nisi excepturi suscipit voluptatum exercitationem temporibus facere deleniti veniam ullam.
ALLOC-c0bc3cbc,PROG-a24f96d3,Kiambu,training_capacity,94,seats,2025-04-30,2025-07-27,ml_recommended,pending,66.18,Accusantium dolore voluptates distinctio accusantium magnam commodi quae.
ALLOC-db2671c4,PROG-a24f96d3,Kiambu,budget,1618729,KES,2025-04-30,2025-07-27,manual,approved,,
ALLOC-765a6964,PROG-40c80781,Kiambu,field_officer,4,officers,2025-08-15,2025-11-20,manual,approved,,
ALLOC-3ba64e35,PROG-40c80781,Kiambu,training_capacity,45,seats,2025-08-15,2025-11-20,manual,approved,,
ALLOC-c4abd242,PROG-40c80781,Kiambu,training_capacity,42,seats,2025-11-13,2026-02-07,manual,approved,,
ALLOC-f2ccfe27,PROG-40c80781,Kiambu,budget,181865,KES,2025-11-13,2026-02-07,ml_recommended,approved,72.67,Fugiat odit quo numquam nisi.
ALLOC-c0aa4a1b,PROG-40c80781,Kiambu,field_officer,5,officers,2024-03-18,2024-06-16,manual,approved,,
ALLOC-35a808ba,PROG-40c80781,Kiambu,training_capacity,75,seats,2024-03-18,2024-06-16,manual,approved,,
ALLOC-3f786e7a,PROG-40c80781,Kiambu,budget,191096,KES,2024-03-18,2024-06-16,manual,approved,,
ALLOC-389b7b6d,PROG-40c80781,Kiambu,training_capacity,68,seats,2025-02-25,2025-05-10,manual,approved,,
ALLOC-be112e4d,PROG-40c80781,Kiambu,field_officer,1,officers,2026-01-31,2026-05-24,manual,approved,,
ALLOC-d0678e6d,PROG-40c80781,Kiambu,training_capacity,49,seats,2026-01-31,2026-05-24,ml_recommended,pending,61.88,Optio officiis accusantium porro impedit.
ALLOC-71ce6b2b,PROG-40c80781,Kiambu,budget,640656,KES,2026-01-31,2026-05-24,manual,approved,,
ALLOC-39fe86c1,PROG-c46cb3c8,Machakos,field_officer,4,officers,2026-04-17,2026-06-23,manual,approved,,
ALLOC-c369e891,PROG-c46cb3c8,Machakos,training_capacity,60,seats,2026-04-17,2026-06-23,manual,approved,,
ALLOC-88e1e002,PROG-c46cb3c8,Machakos,budget,993536,KES,2026-04-17,2026-06-23,manual,approved,,
ALLOC-d4ee12b0,PROG-c46cb3c8,Machakos,training_capacity,66,seats,2025-07-15,2025-09-29,manual,approved,,
ALLOC-1f551955,PROG-6ac30dd4,Machakos,field_officer,5,officers,2026-04-02,2026-06-14,manual,approved,,
ALLOC-766b03e0,PROG-6ac30dd4,Machakos,training_capacity,91,seats,2026-04-02,2026-06-14,manual,approved,,
ALLOC-21893e33,PROG-6ac30dd4,Machakos,training_capacity,37,seats,2026-01-01,2026-03-24,ml_recommended,approved,72.35,Commodi dolorum praesentium dignissimos placeat ab in aut.
ALLOC-f87c9efb,PROG-6ac30dd4,Machakos,budget,1566562,KES,2026-01-01,2026-03-24,ml_recommended,pending,55.58,Earum non consequatur rerum autem quaerat blanditiis beatae autem dicta.
ALLOC-06087deb,PROG-6ac30dd4,Machakos,training_capacity,26,seats,2026-04-18,2026-07-08,manual,approved,,
ALLOC-17eceb55,PROG-6ac30dd4,Machakos,field_officer,2,officers,2025-03-14,2025-07-03,manual,approved,,
ALLOC-76a6d105,PROG-6ac30dd4,Machakos,training_capacity,31,seats,2025-03-14,2025-07-03,manual,approved,,
ALLOC-8279511b,PROG-6ac30dd4,Machakos,budget,267855,KES,2025-03-14,2025-07-03,manual,approved,,
ALLOC-e73382be,PROG-6ac30dd4,Machakos,training_capacity,86,seats,2026-03-17,2026-06-09,manual,approved,,
ALLOC-6a739851,PROG-4931b340,Machakos,field_officer,4,officers,2026-05-25,2026-09-14,manual,approved,,
ALLOC-fc84bb0f,PROG-4931b340,Machakos,training_capacity,86,seats,2026-05-25,2026-09-14,manual,approved,,
ALLOC-c9d6ee96,PROG-4931b340,Machakos,budget,1357273,KES,2026-05-25,2026-09-14,manual,approved,,
ALLOC-4c839721,PROG-4931b340,Machakos,field_officer,1,officers,2026-05-15,2026-07-28,manual,approved,,
ALLOC-80545ba5,PROG-4931b340,Machakos,training_capacity,40,seats,2026-05-15,2026-07-28,manual,approved,,
ALLOC-5c7a9f09,PROG-4931b340,Machakos,budget,937673,KES,2026-05-15,2026-07-28,manual,approved,,
ALLOC-c963f6dc,PROG-2ffb615d,Machakos,field_officer,1,officers,2026-01-03,2026-04-10,manual,approved,,
ALLOC-8c7e2a38,PROG-2ffb615d,Machakos,training_capacity,31,seats,2026-01-03,2026-04-10,manual,approved,,
ALLOC-66dc2c09,PROG-2ffb615d,Machakos,field_officer,3,officers,2026-03-23,2026-07-19,ml_recommended,pending,62.45,Quod rerum voluptate facere illum cum.
ALLOC-c936b83a,PROG-2ffb615d,Machakos,training_capacity,71,seats,2026-03-23,2026-07-19,manual,approved,,
ALLOC-022f8501,PROG-2ffb615d,Machakos,budget,953823,KES,2026-03-23,2026-07-19,manual,approved,,
ALLOC-8780ac61,PROG-2ffb615d,Machakos,field_officer,3,officers,2026-03-23,2026-05-26,ml_recommended,approved,86.97,Libero dignissimos ut ex a perferendis tenetur saepe pariatur corrupti.
ALLOC-78a2bbd9,PROG-2ffb615d,Machakos,field_officer,4,officers,2026-03-31,2026-06-15,manual,approved,,
ALLOC-4c3f9f04,PROG-2ffb615d,Machakos,field_officer,5,officers,2026-01-30,2026-05-13,ml_recommended,approved,38.05,Quod asperiores quam temporibus officia.
ALLOC-a4e2f117,PROG-2ffb615d,Machakos,training_capacity,48,seats,2026-01-30,2026-05-13,manual,approved,,
ALLOC-386bf8d5,PROG-2ffb615d,Machakos,budget,762135,KES,2026-01-30,2026-05-13,manual,approved,,
ALLOC-8073e2b2,PROG-e80397c9,Machakos,field_officer,3,officers,2025-07-13,2025-10-15,manual,approved,,
ALLOC-4af5730e,PROG-e80397c9,Machakos,training_capacity,63,seats,2025-07-13,2025-10-15,manual,approved,,
ALLOC-2d6ba8b2,PROG-e80397c9,Machakos,field_officer,5,officers,2025-06-02,2025-08-21,manual,approved,,
ALLOC-b57e6337,PROG-e80397c9,Machakos,budget,498810,KES,2025-06-02,2025-08-21,manual,approved,,
ALLOC-74f04f3b,PROG-e80397c9,Machakos,budget,525232,KES,2024-08-23,2024-11-06,ml_recommended,approved,44.92,Voluptates eos iure aut cupiditate aliquam enim reiciendis est.
ALLOC-539cd7f6,PROG-e80397c9,Machakos,field_officer,1,officers,2026-04-08,2026-06-13,manual,approved,,
ALLOC-79b50198,PROG-e80397c9,Machakos,training_capacity,98,seats,2026-04-08,2026-06-13,manual,approved,,
ALLOC-83c182e1,PROG-7610ad3c,Kajiado,field_officer,3,officers,2026-05-17,2026-08-15,manual,approved,,
ALLOC-9e3f274e,PROG-7610ad3c,Kajiado,field_officer,5,officers,2026-05-22,2026-08-07,manual,approved,,
ALLOC-24704351,PROG-7610ad3c,Kajiado,training_capacity,93,seats,2026-05-22,2026-08-07,manual,approved,,
ALLOC-bcbdfcc2,PROG-7610ad3c,Kajiado,budget,987464,KES,2026-05-22,2026-08-07,manual,approved,,
ALLOC-b44b6949,PROG-5fb95eae,Kajiado,field_officer,2,officers,2026-02-06,2026-04-29,manual,approved,,
ALLOC-314ecf56,PROG-5fb95eae,Kajiado,training_capacity,86,seats,2026-02-06,2026-04-29,manual,approved,,
ALLOC-b578f017,PROG-5fb95eae,Kajiado,budget,124788,KES,2026-02-06,2026-04-29,manual,approved,,
ALLOC-2ad5b0fc,PROG-5fb95eae,Kajiado,field_officer,3,officers,2025-12-05,2026-03-12,manual,approved,,
ALLOC-c038b550,PROG-5fb95eae,Kajiado,training_capacity,90,seats,2025-12-05,2026-03-12,manual,approved,,
ALLOC-f73a80e7,PROG-5fb95eae,Kajiado,budget,1385730,KES,2025-12-05,2026-03-12,manual,approved,,
ALLOC-d38f76e9,PROG-988b5125,Kajiado,field_officer,3,officers,2025-08-06,2025-11-01,manual,approved,,
ALLOC-94e67580,PROG-988b5125,Kajiado,training_capacity,77,seats,2025-08-06,2025-11-01,manual,approved,,
ALLOC-35df7bac,PROG-988b5125,Kajiado,budget,1307734,KES,2025-08-06,2025-11-01,manual,approved,,
ALLOC-a7b470d7,PROG-988b5125,Kajiado,field_officer,2,officers,2024-06-24,2024-10-08,manual,approved,,
ALLOC-d14f228e,PROG-988b5125,Kajiado,budget,1777800,KES,2024-06-24,2024-10-08,ml_recommended,pending,76.4,Atque quidem aliquid sequi optio.
ALLOC-bd1ce6f3,PROG-988b5125,Kajiado,field_officer,5,officers,2024-09-10,2024-12-05,manual,approved,,
ALLOC-b7ceec80,PROG-988b5125,Kajiado,training_capacity,82,seats,2024-09-10,2024-12-05,manual,approved,,
ALLOC-0e6ad38c,PROG-988b5125,Kajiado,budget,1290835,KES,2024-09-10,2024-12-05,manual,approved,,
ALLOC-3de18c2b,PROG-ced265e0,Kajiado,field_officer,3,officers,2026-05-18,2026-07-27,manual,approved,,
ALLOC-68fb08c0,PROG-ced265e0,Kajiado,training_capacity,77,seats,2026-05-18,2026-07-27,manual,approved,,
ALLOC-819ad6f7,PROG-ced265e0,Kajiado,budget,855617,KES,2026-05-18,2026-07-27,manual,approved,,
ALLOC-558fc32d,PROG-ced265e0,Kajiado,field_officer,1,officers,2026-05-25,2026-09-13,manual,approved,,
ALLOC-3fba65db,PROG-ced265e0,Kajiado,training_capacity,97,seats,2026-05-25,2026-09-13,manual,approved,,
ALLOC-4aca433e,PROG-ced265e0,Kajiado,budget,1461326,KES,2026-05-25,2026-09-13,manual,approved,,
ALLOC-742fbef4,PROG-42717d6d,Kajiado,field_officer,4,officers,2025-07-05,2025-09-23,ml_recommended,approved,25.49,Eveniet tempora veritatis eaque quasi fuga.
ALLOC-4e5db6ba,PROG-42717d6d,Kajiado,training_capacity,79,seats,2025-07-05,2025-09-23,manual,approved,,
ALLOC-bc7a50a7,PROG-42717d6d,Kajiado,budget,451431,KES,2025-07-05,2025-09-23,manual,approved,,
ALLOC-e64ffa13,PROG-42717d6d,Kajiado,field_officer,5,officers,2026-04-25,2026-07-15,manual,approved,,
ALLOC-fca56af7,PROG-42717d6d,Kajiado,budget,439737,KES,2026-04-25,2026-07-15,manual,approved,,
ALLOC-fd6fbac8,PROG-42717d6d,Kajiado,field_officer,3,officers,2025-06-14,2025-09-02,manual,approved,,
ALLOC-0fe2c4c2,PROG-42717d6d,Kajiado,training_capacity,76,seats,2025-06-14,2025-09-02,ml_recommended,rejected,72.35,Delectus id vitae earum harum sed reiciendis officiis.
ALLOC-e565f430,PROG-42717d6d,Kajiado,budget,1044323,KES,2025-06-14,2025-09-02,manual,approved,,
ALLOC-352c03ca,PROG-42717d6d,Kajiado,field_officer,2,officers,2025-04-09,2025-08-01,manual,approved,,
ALLOC-189f3431,PROG-6a19579e,Kajiado,field_officer,1,officers,2026-02-13,2026-04-24,manual,approved,,
ALLOC-79b1a868,PROG-6a19579e,Kajiado,budget,155291,KES,2026-02-13,2026-04-24,ml_recommended,approved,89.72,Beatae possimus animi velit cum impedit.
ALLOC-cb3c6bac,PROG-6a19579e,Kajiado,field_officer,1,officers,2026-01-17,2026-04-03,manual,approved,,
ALLOC-15a27e3b,PROG-6a19579e,Kajiado,budget,618828,KES,2026-01-17,2026-04-03,manual,approved,,
ALLOC-487eaa38,PROG-35ca5dbf,Meru,field_officer,2,officers,2026-04-27,2026-07-04,manual,approved,,
ALLOC-50c8c42e,PROG-35ca5dbf,Meru,training_capacity,61,seats,2026-04-27,2026-07-04,ml_recommended,approved,80.96,Laboriosam necessitatibus ipsa nostrum quod nostrum similique sunt quas tempora.
ALLOC-3d813c2e,PROG-35ca5dbf,Meru,field_officer,5,officers,2026-05-24,2026-08-20,manual,approved,,
ALLOC-741506ff,PROG-35ca5dbf,Meru,training_capacity,100,seats,2026-05-24,2026-08-20,manual,approved,,
ALLOC-44b578e6,PROG-35ca5dbf,Meru,field_officer,5,officers,2026-05-16,2026-08-17,manual,approved,,
ALLOC-630375f3,PROG-35ca5dbf,Meru,training_capacity,89,seats,2026-05-16,2026-08-17,manual,approved,,
ALLOC-244ad55e,PROG-35ca5dbf,Meru,budget,745646,KES,2026-05-16,2026-08-17,manual,approved,,
ALLOC-faa19fb5,PROG-35ca5dbf,Meru,field_officer,1,officers,2026-05-05,2026-07-13,manual,approved,,
ALLOC-b3f6c3ce,PROG-35ca5dbf,Meru,budget,701384,KES,2026-05-05,2026-07-13,manual,approved,,
ALLOC-6e915ef2,PROG-35ca5dbf,Meru,budget,119152,KES,2026-04-19,2026-08-01,ml_recommended,approved,61.79,Ullam beatae illum aliquid ea et provident perspiciatis quisquam.
ALLOC-6918dd68,PROG-1253c3ea,Meru,field_officer,5,officers,2026-04-05,2026-06-27,manual,approved,,
ALLOC-492bfedc,PROG-1253c3ea,Meru,training_capacity,69,seats,2026-04-05,2026-06-27,ml_recommended,pending,25.54,Quam dolore veritatis sit maxime porro nulla inventore quas laboriosam.
ALLOC-86f860f5,PROG-1253c3ea,Meru,budget,1183409,KES,2026-04-05,2026-06-27,ml_recommended,rejected,76.53,Corrupti repudiandae tempora nostrum accusamus vel magni iusto.
ALLOC-79d558f4,PROG-1253c3ea,Meru,field_officer,5,officers,2025-11-15,2026-02-01,ml_recommended,approved,79.74,Sit asperiores laudantium dolores voluptas amet dolore officia illo.
ALLOC-43cbc02b,PROG-1253c3ea,Meru,training_capacity,57,seats,2025-11-15,2026-02-01,manual,approved,,
ALLOC-5bc3b01a,PROG-1253c3ea,Meru,budget,1049521,KES,2025-11-15,2026-02-01,manual,approved,,
ALLOC-392e3062,PROG-eb03aa49,Meru,field_officer,1,officers,2024-11-29,2025-02-17,ml_recommended,pending,88.06,Aspernatur ipsam nemo at libero et voluptatem.
ALLOC-d67ff998,PROG-eb03aa49,Meru,training_capacity,36,seats,2024-11-29,2025-02-17,manual,approved,,
ALLOC-6978c5cd,PROG-eb03aa49,Meru,field_officer,4,officers,2025-01-14,2025-03-20,manual,approved,,
ALLOC-65c2a59d,PROG-eb03aa49,Meru,training_capacity,83,seats,2025-01-14,2025-03-20,ml_recommended,approved,75.4,Aut impedit nam a.
ALLOC-5579b8fc,PROG-eb03aa49,Meru,budget,1869044,KES,2025-01-14,2025-03-20,ml_recommended,pending,38.66,Recusandae vitae odit tempora natus.
ALLOC-36f63958,PROG-eb03aa49,Meru,field_officer,2,officers,2025-06-26,2025-08-29,manual,approved,,
ALLOC-8e7c0bd5,PROG-eb03aa49,Meru,budget,1028956,KES,2024-06-02,2024-08-08,manual,approved,,
ALLOC-0f7443a0,PROG-eb03aa49,Meru,field_officer,1,officers,2024-06-24,2024-09-04,manual,approved,,
ALLOC-751aed86,PROG-eb03aa49,Meru,budget,1529088,KES,2024-06-24,2024-09-04,ml_recommended,rejected,31.1,Veniam facilis amet dolore iste nam nulla labore omnis.
ALLOC-85506fbe,PROG-0634a90b,Meru,field_officer,4,officers,2026-05-24,2026-08-25,manual,approved,,
ALLOC-4b4ae888,PROG-0634a90b,Meru,training_capacity,26,seats,2026-05-24,2026-08-25,ml_recommended,pending,27.9,Beatae quis dolore exercitationem rerum vitae eos minima praesentium.
ALLOC-d3f13b3e,PROG-0634a90b,Meru,budget,780554,KES,2026-05-24,2026-08-25,manual,approved,,
ALLOC-7fbeb4b8,PROG-0634a90b,Meru,field_officer,2,officers,2026-05-15,2026-08-20,manual,approved,,
ALLOC-c8c92659,PROG-0634a90b,Meru,training_capacity,80,seats,2026-05-15,2026-08-20,manual,approved,,
ALLOC-3cdd86f5,PROG-0634a90b,Meru,budget,1716478,KES,2026-05-15,2026-08-20,manual,approved,,
ALLOC-b62f8b51,PROG-8659089c,Meru,field_officer,3,officers,2026-05-22,2026-07-26,ml_recommended,rejected,63.76,Tempore laudantium reprehenderit quia illum.
ALLOC-8b872fe0,PROG-8659089c,Meru,training_capacity,39,seats,2026-05-22,2026-07-26,manual,approved,,
ALLOC-5b4b6ca0,PROG-8659089c,Meru,field_officer,5,officers,2025-11-12,2026-02-11,ml_recommended,approved,76.39,Nostrum deleniti ut hic itaque quos quaerat.
ALLOC-ac0fb0d6,PROG-8659089c,Meru,training_capacity,44,seats,2025-11-12,2026-02-11,manual,approved,,
ALLOC-31eae0a9,PROG-8659089c,Meru,budget,1619175,KES,2025-11-12,2026-02-11,manual,approved,,
ALLOC-52a4cdcd,PROG-8659089c,Meru,training_capacity,89,seats,2025-09-29,2025-12-29,manual,approved,,
ALLOC-b30e3394,PROG-8659089c,Meru,budget,491384,KES,2025-09-29,2025-12-29,manual,approved,,
ALLOC-19af2796,PROG-ca19d900,Nyeri,training_capacity,90,seats,2026-01-01,2026-03-19,manual,approved,,
ALLOC-54817a56,PROG-ca19d900,Nyeri,budget,1042426,KES,2026-01-01,2026-03-19,manual,approved,,
ALLOC-8e82aa4c,PROG-ca19d900,Nyeri,field_officer,1,officers,2025-06-05,2025-09-07,ml_recommended,approved,71.36,Quidem aliquid odio perferendis commodi.
ALLOC-fe3dacd0,PROG-ca19d900,Nyeri,budget,863521,KES,2025-06-05,2025-09-07,ml_recommended,pending,70.47,Itaque nihil magnam vitae a quasi mollitia inventore nesciunt.
ALLOC-e13fb568,PROG-ca19d900,Nyeri,field_officer,5,officers,2026-03-14,2026-07-04,manual,approved,,
ALLOC-d99ee970,PROG-ca19d900,Nyeri,budget,693764,KES,2026-03-14,2026-07-04,manual,approved,,
ALLOC-af4ccf1e,PROG-ca19d900,Nyeri,field_officer,1,officers,2025-08-04,2025-10-10,manual,approved,,
ALLOC-966130ae,PROG-ca19d900,Nyeri,budget,165585,KES,2025-08-04,2025-10-10,manual,approved,,
ALLOC-656796e9,PROG-8b682305,Nyeri,field_officer,4,officers,2024-07-08,2024-09-12,manual,approved,,
ALLOC-b9d7feca,PROG-8b682305,Nyeri,training_capacity,95,seats,2024-07-08,2024-09-12,manual,approved,,
ALLOC-5bbafe92,PROG-8b682305,Nyeri,budget,1370776,KES,2024-07-08,2024-09-12,manual,approved,,
ALLOC-2c80252c,PROG-8b682305,Nyeri,training_capacity,30,seats,2024-01-07,2024-05-05,manual,approved,,
ALLOC-6983974c,PROG-8b682305,Nyeri,budget,856916,KES,2024-01-07,2024-05-05,manual,approved,,
ALLOC-fee70e60,PROG-8b682305,Nyeri,field_officer,1,officers,2025-02-22,2025-06-14,ml_recommended,pending,22.85,Quos tenetur porro cupiditate repellendus aut omnis non eum sunt.
ALLOC-4d5315f2,PROG-8b682305,Nyeri,training_capacity,58,seats,2025-02-22,2025-06-14,manual,approved,,
ALLOC-054c0091,PROG-8b682305,Nyeri,budget,1189439,KES,2025-02-22,2025-06-14,manual,approved,,
ALLOC-0ef07035,PROG-8b682305,Nyeri,field_officer,2,officers,2026-01-05,2026-03-20,manual,approved,,
ALLOC-7ab769f9,PROG-8b682305,Nyeri,training_capacity,92,seats,2026-01-05,2026-03-20,manual,approved,,
ALLOC-776fbc69,PROG-8b682305,Nyeri,budget,1671174,KES,2026-01-05,2026-03-20,manual,approved,,
ALLOC-43fed5f4,PROG-8b682305,Nyeri,training_capacity,78,seats,2026-01-27,2026-04-03,manual,approved,,
ALLOC-5137110f,PROG-8b682305,Nyeri,budget,318318,KES,2026-01-27,2026-04-03,manual,approved,,
ALLOC-4c5992b4,PROG-65ef44bf,Nyeri,field_officer,2,officers,2025-03-30,2025-06-23,manual,approved,,
ALLOC-46ebe4a0,PROG-65ef44bf,Nyeri,training_capacity,65,seats,2025-03-30,2025-06-23,ml_recommended,approved,89.78,Voluptatem totam quis earum vitae voluptas iste consequatur impedit.
ALLOC-06ccaa2e,PROG-65ef44bf,Nyeri,field_officer,3,officers,2024-11-09,2025-02-25,manual,approved,,
ALLOC-11833a01,PROG-65ef44bf,Nyeri,training_capacity,47,seats,2024-11-09,2025-02-25,manual,approved,,
ALLOC-8e5d61cb,PROG-65ef44bf,Nyeri,budget,1661493,KES,2024-11-09,2025-02-25,manual,approved,,
ALLOC-040b91f9,PROG-65ef44bf,Nyeri,field_officer,4,officers,2026-05-25,2026-08-21,manual,approved,,
ALLOC-f582b4fd,PROG-65ef44bf,Nyeri,training_capacity,56,seats,2026-05-25,2026-08-21,manual,approved,,
ALLOC-9037e705,PROG-65ef44bf,Nyeri,budget,1967145,KES,2026-05-25,2026-08-21,manual,approved,,
ALLOC-e710d456,PROG-9847dded,Nyeri,training_capacity,55,seats,2024-11-18,2025-01-30,ml_recommended,approved,59.95,Error praesentium similique quae vel odio dicta numquam enim exercitationem.
ALLOC-b755ca25,PROG-9847dded,Nyeri,budget,297734,KES,2024-11-18,2025-01-30,manual,approved,,
ALLOC-ec76dc52,PROG-9847dded,Nyeri,field_officer,3,officers,2025-04-04,2025-06-12,ml_recommended,pending,37.94,Voluptatem officiis vero magnam possimus eum.
ALLOC-3b52e332,PROG-9847dded,Nyeri,training_capacity,93,seats,2025-04-04,2025-06-12,manual,approved,,
ALLOC-78e7c4f7,PROG-9847dded,Nyeri,budget,1831629,KES,2026-04-26,2026-06-29,ml_recommended,approved,77.37,Quis natus nesciunt velit quae.
ALLOC-0c1b0e47,PROG-9847dded,Nyeri,field_officer,1,officers,2024-07-11,2024-10-17,manual,approved,,
ALLOC-b1142fd7,PROG-9847dded,Nyeri,training_capacity,30,seats,2024-07-11,2024-10-17,ml_recommended,rejected,43.41,Enim sed repellat minima ad corporis pariatur dicta quibusdam cum.
ALLOC-196f1245,PROG-4c6bd4fc,Nyeri,budget,1468977,KES,2025-06-23,2025-10-20,ml_recommended,rejected,64.37,Placeat corporis aperiam quos dignissimos molestiae facere.
ALLOC-0df391eb,PROG-4c6bd4fc,Nyeri,field_officer,5,officers,2026-01-30,2026-04-24,manual,approved,,
ALLOC-9d57cfd6,PROG-4c6bd4fc,Nyeri,training_capacity,39,seats,2026-01-30,2026-04-24,manual,approved,,
ALLOC-f9c68889,PROG-4c6bd4fc,Nyeri,budget,421278,KES,2026-01-30,2026-04-24,manual,approved,,
ALLOC-ba8e1256,PROG-4c6bd4fc,Nyeri,budget,288917,KES,2026-05-12,2026-08-05,manual,approved,,
ALLOC-d0b824c4,PROG-4c6bd4fc,Nyeri,field_officer,2,officers,2025-02-13,2025-06-03,manual,approved,,
ALLOC-573ea3db,PROG-4c6bd4fc,Nyeri,training_capacity,26,seats,2025-02-13,2025-06-03,manual,approved,,
ALLOC-7b427970,PROG-4c6bd4fc,Nyeri,budget,935771,KES,2025-02-13,2025-06-03,manual,approved,,
ALLOC-cae9bb69,PROG-4c6bd4fc,Nyeri,training_capacity,45,seats,2026-04-07,2026-06-14,manual,approved,,
ALLOC-2f24f6c9,PROG-4c6bd4fc,Nyeri,budget,511250,KES,2026-04-07,2026-06-14,manual,approved,,
ALLOC-3790047e,PROG-4569954c,Kilifi,field_officer,4,officers,2024-09-10,2024-11-13,manual,approved,,
ALLOC-c6715162,PROG-4569954c,Kilifi,budget,1508756,KES,2024-09-10,2024-11-13,manual,approved,,
ALLOC-e5f88242,PROG-4569954c,Kilifi,field_officer,3,officers,2025-01-14,2025-04-06,manual,approved,,
ALLOC-e7e74a10,PROG-4569954c,Kilifi,training_capacity,59,seats,2025-01-14,2025-04-06,manual,approved,,
ALLOC-1731873d,PROG-4569954c,Kilifi,budget,1822986,KES,2025-01-14,2025-04-06,ml_recommended,approved,30.21,Aut sint qui sint quia natus dolores quos reiciendis.
ALLOC-322667a5,PROG-4569954c,Kilifi,training_capacity,67,seats,2024-02-20,2024-06-18,manual,approved,,
ALLOC-c45c9d25,PROG-c0c76118,Kilifi,field_officer,5,officers,2024-08-21,2024-12-06,ml_recommended,rejected,77.41,Possimus aliquid fugit impedit ratione placeat vitae.
ALLOC-6d8a1be9,PROG-c0c76118,Kilifi,training_capacity,34,seats,2024-08-21,2024-12-06,manual,approved,,
ALLOC-d33f7461,PROG-c0c76118,Kilifi,budget,795995,KES,2024-08-21,2024-12-06,manual,approved,,
ALLOC-6d19117a,PROG-c0c76118,Kilifi,field_officer,5,officers,2025-10-30,2026-01-11,ml_recommended,approved,63.61,Accusamus dolorum nulla quos sit.
ALLOC-0ea19bd2,PROG-c0c76118,Kilifi,budget,1501444,KES,2025-10-30,2026-01-11,manual,approved,,
ALLOC-cfdb4b3c,PROG-e68415d3,Kilifi,field_officer,2,officers,2024-08-18,2024-10-27,ml_recommended,approved,23.72,Tenetur provident officia quidem molestias nobis quod.
ALLOC-6c00f8cd,PROG-e68415d3,Kilifi,training_capacity,21,seats,2024-08-18,2024-10-27,manual,approved,,
ALLOC-2b6096f6,PROG-e68415d3,Kilifi,budget,1490373,KES,2024-08-18,2024-10-27,ml_recommended,approved,80.5,Eos debitis placeat deleniti cupiditate maiores.
ALLOC-d031d1ec,PROG-e68415d3,Kilifi,training_capacity,49,seats,2023-12-20,2024-03-07,ml_recommended,approved,69.68,Aliquam eius eaque cum sapiente ab iure vel.
